 ,Player History Audit ,,,,,,,,,,,,,,,
Zach,2/11/2025 17:02:31,6564,Eduardo Quintero,LAD,OF,18,DSL,6,,,Farm,Weekend Warriors,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6704,Yoeilin Cespedes,BOS,SS,17,ROK,9,,2028,Farm,Weekend Warriors,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7607,Jesus Made,MIL,SS,,,10,,,Farm,Weekend Warriors,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7651,Vance Honeycutt,BAL,OF,,,7,,,Farm,Weekend Warriors,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6617,Ralphy Velazquez,CLE,C,18,ROK,3,,2027,Farm,Whiz Kids,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7146,Eduardo Tait,PHI,C,16,ROK,5,,2028,Farm,Whiz Kids,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7577,Griffin Burkholder,PHI,OF,,,6,,,Farm,Whiz Kids,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7709,Jurrangelo Cijntje,SEA,RHP,,,10,,,Farm,Whiz Kids,Farm Contract,[9] P,PAD,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2236,Carson Williams,TB,SS,20,A+,2,,2025,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2450,Emmanuel Rodriguez,MIN,OF,20,A+,2,,2025,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2474,Evan Carter,TEX,OF,20,AA,,,XCD,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2581,Jacob Wilson,OAK,SS,21,A+,1,,2025,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3443,Marcelo Mayer,BOS,SS,20,AA,1,,2024,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3449,Jack Leiter,TEX,RHP,23,AA,4,,2024,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3453,Max Meyer,MIA,RHP,24,MLB,2,,XCD,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3454,Zac Veen,COL,OF,21,AA,5,,2024,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3456,Jackson Jobe,DET,RHP,21,A+,1,,2025,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3470,Jasson Domínguez,NYY,OF,20,AA,1,,2024,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7602,Chase Burns,CIN,RHP,23,AA,1,,,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3482,Brady House,WSH,3B,20,AA,3,,2025,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3483,Ronny Mauricio,NYM,2B,22,AAA,4,,2023,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3484,Andrew Painter,PHI,RHP,20,AA,1,,2025,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3499,Harry Ford,SEA,C,20,A+,5,,2025,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3513,Iván Herrera,STL,C,23.2,AAA,,,XCD,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3521,James Wood,WSH,OF,20,AA,1,,XCD,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3526,Kevin Alcántara,CHC,OF,21,A+,5,,2024,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7677,Travis Bazzana,CLE,2B,,,1,,,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3543,Adrian Del Castillo,AZ,C,23.8,AAA,16,,,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3556,AJ Smith-Shawver,ATL,RHP,20,AAA,1,,2023,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3559,Coby Mayo,BAL,3B,21,AAA,2,,2024,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3579,Miguel Bleis,BOS,OF,19,A,7,,2026,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3852,Roman Anthony,BOS,OF,19,A+,2,,2026,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3584,Owen Caissie,CHC,OF,21,AA,3,,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3563,Connor Norby,MIA,2B,23,AAA,6,,XCD,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3586,Ben Brown,CHC,SP,23,AAA,,,XCD,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7662,Ben Hess,NYY,RHP,,,7,,,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3618,Jhonkensy Noel,CLE,OF,22,AAA,18,,XCD,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3653,Matt Mervis,CHC,1B,25,AAA,17,,XCD,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3895,Justin Crawford,PHI,OF,19,A,2,,2026,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3661,Josue De Paula,LAD,OF,18,A,2,,2026,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3779,Bubba Chandler,PIT,RHP,20,A+,1,,2025,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3708,Jeferson Quero,MIL,C,20,AA,1,,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3720,Ethan Salas,SD,C,17,A+,1,,2026,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3903,Chase DeLauter,CLE,OF,21,A+,2,,2025,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3527,Adael Amador,COL,2B,20,A+,3,,2025,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3782,Jaison Chourio,CLE,OF,18,ROK,6,,2027,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4675,Felnin Celesten,SEA,SS,17,ROK,7,,2028,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3790,Moises Ballesteros,CHC,C,19,A+,6,,2026,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3815,Jonatan Clase,TOR,OF,21,AA,12,,XCD,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3805,Will Wagner,TOR,3B,25,AA,25,,2024,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3832,Tink Hence,STL,RHP,21,AA,2,,2024,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3853,Luisangel Acuña,NYM,SS,21,AA,14,,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3874,Cristhian Vaquero,WSH,OF,18,ROK,12,,2027,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3884,Jackson Holliday,BAL,SS,19,AA,1,,XCD,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3885,Brooks Lee,MIN,SS,22,AAA,3,,XCD,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3891,Cam Collier,CIN,3B,18,A,7,,2025,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3893,Elijah Green,WSH,OF,19,ROK,21,,2026,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3898,Drew Gilbert,NYM,OF,22,AA,3,,2025,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3899,Jett Williams,NYM,SS,19,A+,1,,2026,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3901,Cole Young,SEA,2B,20,A+,3,,2026,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3902,Jace Jung,DET,2B,22,AA,4,,XCD,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4688,Will Warren,NYY,RHP,24,AAA,6,,2023,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6263,Braxton Ashcraft,PIT,RHP,23,AA,3,,2024,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3906,Jacob Misiorowski,MIL,RHP,21,AA,2,,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3910,Spencer Jones,NYY,OF,22,A+,2,,2025,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3914,Dalton Rushing,LAD,C,22,A+,1,,2025,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3934,Noah Schultz,CWS,LHP,20,A,1,,2026,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3904,Drew Thorpe,CWS,RHP,22,AA,4,,,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3940,Robby Snelling,MIA,LHP,19,A+,9,,2026,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3953,Chandler Simpson,TB,OF,22,A+,6,,2025,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4575,Drake Baldwin,ATL,C,22,A+,3,,2025,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3994,Kyle Manzardo,CLE,1B,23,AAA,4,,XCD,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4463,Junior Caminero,TB,3B,20,AA,1,,XCD,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4556,David Festa,MIN,RHP,23,AA,6,,XCD,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4593,Samuel Basallo,BAL,C,19,A+,3,,2025,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7699,Christian Moore,LAA,2B,,,2,,,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4687,River Ryan,LAD,RHP,24,AA,10,,2024,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4563,Cade Povich,BAL,LHP,23,AAA,5,,XCD,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6124,Christian Scott,NYM,RHP,24,AA,2,,XCD,Farm,Weekend Warriors,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6720,Luke Keaschall,MIN,2B,20,A,4,,2026,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6149,Rayner Arias,SF,OF,17,ROK,8,,2028,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4612,Caden Dana,LAA,RHP,19,A+,1,,2026,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6551,Chase Hampton,NYY,RHP,22,AA,5,,2025,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6556,Hayden Birdsong,SF,RHP,21,AA,3,,XCD,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6566,Max Clark,DET,OF,18,ROK,2,,2026,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6568,Walker Jenkins,MIN,OF,18,ROK,1,,2026,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6570,Hurston Waldrep,ATL,RHP,21,A+,2,,2026,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6571,Noble Meyer,MIA,RHP,18,ROK,3,,2026,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6572,Chase Dollander,COL,RHP,21,ROK,2,,2026,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6573,Kyle Teel,BOS,C,21,A+,3,,2026,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6577,Rhett Lowder,CIN,RHP,21,-,2,,2025,Farm,Hammers,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6578,Aidan Miller,PHI,3B,19,ROK,3,,2027,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6609,Brayden Taylor,TB,3B,21,A,4,,2026,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6591,Kevin McGonigle,DET,SS,18,ROK,3,,2027,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6592,Matt Shaw,CHC,SS,21,A+,2,,2025,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6595,Colt Emerson,SEA,3B,18,ROK,1,,2027,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7612,Konnor Griffin,PIT,OF,,,2,,,Farm,La Flama Blanca,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6602,Blake Mitchell,KC,C,19,ROK,2,,2027,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3889,Dylan Lesko,TB,RHP,19,A,10,,2027,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3894,Cade Horton,CHC,RHP,21,AA,1,,2025,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6646,Sammy Stafura,CIN,SS,18,ROK,11,,2027,Farm,Country Fried Lamb,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6618,Alex Clemmey,CLE,P,18,-,,,2027,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7619,JJ Wetherholt,STL,SS,,,1,,,Farm,Law-Abiding Citizens,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3816,Michael Arroyo,SEA,2B,18,A,9,,2027,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3951,Sal Stewart,CIN,2B,19,A+,5,,2026,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,5996,Agustin Ramirez,MIA,C,21,AA,5,,2026,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7600,Cam Smith,CHC,3B,,,8,,,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7657,Braden Montgomery,BOS,OF,,,4,,,Farm,not much of a donkey,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3444,Daniel Espino,CLE,RHP,22,AA,8,,2023,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3477,Cade Cavalli,WSH,RHP,25,MLB,4,,2024,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3875,Jarlin Susana,WSH,RHP,19,A,7,,2025,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3930,Brandon Sproat,NYM,RHP,22,-,5,,2026,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6562,Dylan Crews,WSH,OF,21,A,2,,2024,Farm,Jepordizers!,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3937,Kumar Rocker,TEX,RHP,23,A+,9,,2025,Farm,Andromedans,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6707,Kristian Campbell,BOS,2B,21.1,,5,,,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7703,Nick Kurtz,OAK,1B,,,2,,,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7722,Quinn Matthews,STL,LHP,22.8,,3,,,Farm,Rick Vaughn,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2429,Edgar Quero,CWS,C,20,AA,5,,2025,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6064,Kyle Hurt,LAD,RHP,25,AAA,17,,2024,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7409,Johnathan Rodriguez,CHC,3B,23,AAA,8,,2023,Farm,The Bluke Blokes,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3941,Thomas Harrington,PIT,RHP,22,A+,5,,2025,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,4001,Max Muncy,OAK,SS,20,AA,6,,2025,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6597,Travis Sykora,WSH,RHP,19,ROK,17,,2027,Farm,Whiz Kids,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3445,Jordan Lawlar,AZ,SS,21,AA,1,,2024,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6988,Zebby Matthews,MIN,RHP,23,A+,5,,XCD,Farm,Btwn2Jackies,Purchased Contract,[9] P,Purchase,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2919,Maddux Bruns,LAD,LHP,21,A+,25,,2025,Farm,Andromedans,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3494,Ricky Tiedemann,TOR,LHP,20,AA,2,,2024,Farm,Hammers,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7609,Braylon Payne,MIL,OF,,,17,,,Farm,Btwn2Jackies,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3809,Lazaro Montes,SEA,DH,18,A,2,,2026,Farm,Btwn2Jackies,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7681,Bryce Rainer,DET,SS,,,5,,,Farm,Country Fried Lamb,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7595,Seaver King,WSH,SS,,,8,,,Farm,Country Fried Lamb,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3984,Xavier Isaac,TB,1B,19,A,3,,2026,Farm,The Bluke Blokes,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7178,Jhancarlos Lara,ATL,RHP,,,10,,,Farm,Hammers,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7674,Hagen Smith,CWS,LHP,,,3,,,Farm,Jepordizers!,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3746,Roderick Arias,NYY,SS,18,ROK,4,,2027,Farm,La Flama Blanca,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7177,Jose Perdomo,ATL,SS,,,8,,,Farm,La Flama Blanca,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6599,Bryce Eldridge,SF,1B,18,ROK,1,,2027,Farm,Jepordizers!,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7669,Theodore Gillen,TB,OF,,,9,,,Farm,Law-Abiding Citizens,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7685,Jac Caglianone,KC,OF,,,1,,,Farm,Law-Abiding Citizens,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7635,Zyhir Hope,LAD,OF,,,5,,,Farm,Andromedans,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6834,Robert Calaz,COL,OF,17,ROK,8,,2026,Farm,Rick Vaughn,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7213,Emil Morales,LAD,SS,,,14,,,Farm,Rick Vaughn,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7630,Charlie Condon,COL,3B,,,1,,,Farm,Weekend Warriors,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7670,Trey Yesavage,TOR,RHP,,,3,,,Farm,Weekend Warriors,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6590,Arjun Nimmala,TOR,SS,17,ROK,6,,2027,Farm,Whiz Kids,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7173,Leodalis De Vries,SD,SS,,,2,,,Farm,Whiz Kids,Development Cont.,[9] P,DC,Player Assignment Day 25
Zach,2/11/2025 17:02:31,2258,Chayce McDermott,BAL,RHP,24,AAA,6,,2024,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3492,Justin Foscue,TEX,2B,24,AAA,2,,2023,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3562,Heston Kjerstad,BAL,OF,24,AAA,4,,XCD,MLB,Rick Vaughn,Keeper Contract,[8] R-4,Graduate,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3566,Luis Baez,WSH,C,19,A,24,,2027,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3593,Yoelqui Céspedes,,OF,25.9,AA,,,,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3613,Joey Cantillo,CLE,LHP,23,AAA,14,,2023,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3633,Ty Madden,DET,RHP,23,AA,10,,2024,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3631,Dillon Dingler,DET,C,24,AA,8,,XCD,MLB,Weekend Warriors,Keeper Contract,[8] R-4,Graduate,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3681,Addison Barger,TOR,SS,23,AAA,7,,XCD,MLB,The Bluke Blokes,Keeper Contract,[8] R-4,Graduate,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6604,George Lombard Jr.,NYY,RHP,18,ROK,3,,2027,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3911,Cooper Hjerpe,STL,LHP,22,A+,7,,2025,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,6681,Mac Horvath,TB,3B,22,A,17,,2026,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,3946,Jordan Beck,COL,OF,22,AA,6,,XCD,MLB,Rick Vaughn,Keeper Contract,[8] R-4,Graduate,Player Assignment Day 25
Zach,2/11/2025 17:02:31,7633,Cole Messina,COL,C,,,18,,,Farm,,,[9] P,Drop,Player Assignment Day 25
Zach,2/11/2025 17:02:31,5891,Ben Rice,NYY,C,24,AA,9,,XCD,MLB,Whiz Kids,Keeper Contract,[8] R-4,Graduate,Player Assignment Day 25
