Admin,Date & Time,UPID/LUPID,Player Name,Team,Pos,Age,Level,Team Rank,Rank,ETA,Player Type,Owner,Contract Status,Years,Update Type,Event 
Zach,11/14/2023 15:44:41,2974,Michael King,NYY,"SP,RP",,,,,,MLB,Whiz Kids,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,2984,Michael Wacha,SD,SP,,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4426,Mickey Moniak,LAA,CF,,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3013,Mitch Garver,TEX,C,,,,,,MLB,Rick Vaughn,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3014,Mitch Keller,PIT,SP,,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4414,MJ Melendez,KC,"C,OF",,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1879,Mookie Betts,LAD,"2B,SS,OF",,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1969,Nathan Eovaldi,TEX,SP,,,,,,MLB,Whiz Kids,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4019,Nick Lodolo,CIN,SP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4336,Nolan Gorman,STL,"2B,3B",,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4308,Oneil Cruz,PIT,SS,,,,,,MLB,Omens In The Outfield,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3080,Patrick Sandoval,LAA,SP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3092,Pete Fairbanks,TB,RP,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3104,Pierce Johnson,ATL,RP,,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1916,Raisel Iglesias,ATL,RP,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1972,Ranger Suárez,PHI,SP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4014,Reid Detmers,LAA,SP,,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4017,Reynaldo López,CLE,RP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4315,Riley Greene,DET,CF,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3146,Robert Stephenson,PIT,RP,,,,,,MLB,Btwn2Jackies,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4046,Robert Suarez,SD,RP,,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3163,Ryan Brasier,BOS,RP,,,,,,MLB,Rick Vaughn,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1974,Ryan McMahon,COL,"2B,3B",,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3178,Ryan Mountcastle,BAL,1B,,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4870,Ryan Noda,OAK,"1B,OF",,,,,,MLB,Rick Vaughn,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3179,Ryan O`Hearn,BAL,"1B,OF",,,,,,MLB,Hammers,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3192,Sam Hentges,CLE,RP,,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3203,Scott Barlow,SD,RP,,,,,,MLB,not much of a donkey,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3213,Sean Murphy,ATL,C,,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4298,Seiya Suzuki,CHC,OF,,,,,,MLB,Omens In The Outfield,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3225,Seth Lugo,SD,"SP,RP",,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4101,Shane Baz,TB,SP,,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3230,Shawn Armstrong,TB,"SP,RP",,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3462,Shea Langeliers,OAK,C,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1919,Shohei Ohtani (Batter),LAA,UTL,,,,,,MLB,Whiz Kids,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3236,Sonny Gray,MIN,SP,,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4005,Spencer Strider,ATL,"SP,RP",,,,,,MLB,Hammers,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4445,Spencer Torkelson,DET,1B,,,,,,MLB,not much of a donkey,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3986,Steven Kwan,CLE,OF,,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3259,Taijuan Walker,PHI,SP,,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3265,Tanner Scott,MIA,RP,,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3266,Tarik Skubal,DET,SP,,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3281,Thairo Estrada,SF,"2B,SS,OF",,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3288,Tim Mayza,TOR,RP,,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3289,TJ Friedl,CIN,CF,,,,,,MLB,La Flama Blanca,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4178,Tommy Kahnle,NYY,RP,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3297,Tommy Pham,ARI,CF,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1885,Trea Turner,PHI,SS,,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3319,Trevor Megill,MIL,RP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1899,Trevor Story,BOS,"2B,SS",,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3338,Tyler Glasnow,TB,SP,,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4138,Tyler Holton,DET,RP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1984,Tyler Mahle,MIN,SP,,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3489,Vinnie Pasquantino,KC,1B,,,,,,MLB,Whiz Kids,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3367,Wade Miley,MIL,SP,,,,,,MLB,Weekend Warriors,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1922,Walker Buehler,LAD,SP,,,,,,MLB,Law-Abiding Citizens,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1900,Whit Merrifield,TOR,"2B,CF",,,,,,MLB,Rick Vaughn,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3379,Will Vest,DET,"SP,RP",,,,,,MLB,Btwn2Jackies,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3380,Willi Castro,MIN,"2B,3B,SS,CF",,,,,,MLB,not much of a donkey,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3381,William Contreras,MIL,C,,,,,,MLB,The Bluke Blokes,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4004,Wilmer Flores,SF,"1B,2B,3B",,,,,,MLB,Btwn2Jackies,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,1881,Xander Bogaerts,SD,SS,,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,4255,Yennier Cano,BAL,RP,,MLB,,,,MLB,Jepordizers!,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3415,Yusei Kikuchi,TOR,"SP,RP",,,,,,MLB,not much of a donkey,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3421,Zach Eflin,TB,"SP,RP",,,,,,MLB,Country Fried Lamb,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3433,Zack Littell,TB,"SP,RP",,MLB,,,,MLB,,,[7] Y3,2023 Rosters,
Zach,11/14/2023 15:44:41,3831,Alec Burleson,STL,OF,24.7,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3441,Anthony Volpe,NYY,2B,22.3,MLB,,,,MLB,Law-Abiding Citizens,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3505,Brandon Williamson,CIN,SP,25.3,MLB,,,,MLB,Btwn2Jackies,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3976,Brent Honeywell,SDP,RP,28.3,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3623,Brenton Doyle,COL,CF,25.2,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3452,Brett Baty,NYM,3B,23.7,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3707,Brice Turang,MIL,SS,23.7,MLB,,,,MLB,The Bluke Blokes,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2211,Bryce Miller,SEA,SP,24.9,MLB,,,,MLB,Hammers,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3826,Casey Schmitt,SFG,3B,24.4,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4241,Chase Silseth,LAA,RP,23.2,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3436,Corbin Carroll,ARI,OF,22.9,MLB,,,,MLB,Country Fried Lamb,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3535,Drey Jameson,ARI,SP,26,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2445,Elly De La Cruz,CIN,SS,21.6,MLB,,,,MLB,not much of a donkey,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3594,Enmanuel Valdez,BOS,2B,24.6,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3711,Esteury Ruiz,OAK,CF,24.5,AAA,,,,MLB,La Flama Blanca,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3488,Ezequiel Tovar,COL,SS,22,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3435,Francisco Alvarez,NYM,C,21.7,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3511,Gabriel Arias,CLE,SS,23.4,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3437,Grayson Rodriguez,BAL,SP,23.7,MLB,,,,MLB,Law-Abiding Citizens,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3438,Gunnar Henderson,BAL,SS,22.1,MLB,,,,MLB,Rick Vaughn,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2529,Hayden Wesneski,CHC,SP,25.7,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3514,Hunter Brown,HOU,SP,24.9,MLB,,,,MLB,La Flama Blanca,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4553,Jake Irvin,WSN,SP,26.4,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4340,James Outman,LAD,OF,26.2,MLB,,,,MLB,Whiz Kids,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3549,Jared Shuster,ATL,SP,25,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3639,Joey Wentz,DET,SP,25.8,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3493,Joey Wiemer,MIL,OF,24.5,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3762,Jordan Diaz,OAK,3B,23,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3440,Jordan Walker,STL,OF,21.2,MLB,,,,MLB,Hammers,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,5292,José Caballero,SEA,2B,26.9,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3461,Josh Jung,TEX,3B,25.5,MLB,,,,MLB,Weekend Warriors,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2816,Ken Waldichuk,OAK,SP,25.6,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3373,Kodai Senga,NYM,SP,30,MLB,,,,MLB,Law-Abiding Citizens,Keeper Contract,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2865,Kyle Muller,OAK,SP,25.8,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2882,Logan Allen,CLE,SP,24.9,MLB,,,,MLB,#REF!,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3727,Louie Varland,MIN,SP,25.6,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4073,Luis L. Ortiz,PIT,SP,24.5,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3755,Luis Medina,OAK,RP,24.2,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4361,Maikel Garcia,KCR,SS,23.4,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3732,Mark Vientos,NYM,3B,23.6,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2038,Masataka Yoshida,BOS,OF,29,MLB,,,,MLB,,Keeper Contract,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,2952,Matt McLain,CIN,SS,24,MLB,,,,MLB,Weekend Warriors,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4173,Michael Grove,LAD,SP,26.6,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3624,Michael Toglia,COL,1B,25,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3501,Miguel Vargas,LAD,OF,23.7,AAA,,,,MLB,La Flama Blanca,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3469,Oswald Peraza,NYY,SS,23.1,AAA,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3820,Patrick Bailey,SFG,C,24.2,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3534,Ryne Nelson,ARI,SP,25.5,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3605,Spencer Steer,CIN,3B,25.6,MLB,,,,MLB,Hammers,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3995,Tanner Bibee,CLE,SP,24.4,MLB,,,,MLB,not much of a donkey,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,6513,Thaddeus Ward,WSN,RP,26.5,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3447,Triston Casas,BOS,1B,23.5,MLB,,,,MLB,Btwn2Jackies,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,4342,Will Brennan,CLE,CF,25.5,MLB,,,,MLB,,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3887,Zach Neto,LAA,SS,22.5,MLB,,,,MLB,Hammers,,[8] R-4,2023 Rosters,
Zach,11/14/2023 15:44:41,3537,A.J. Vukovich,ARI,CF,22,AA,10,361,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4507,Aaron Schunk,COL,3B,26,AAA,27,1156,2023,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,2005,Aaron Zavala,TEX,OF,23,AA,11,338,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,2006,Abel Bastidas,DET,SS,19.7,A,26,1042,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6007,Abimelec Ortiz,TEX,1B,21,A+,14,360,2025,Farm,not much of a donkey,Farm Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6097,Abner Uribe,MIL,RP,23,MLB,11,283,2023,Farm,Law-Abiding Citizens,Farm Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6006,Abrahan Gutierrez,PIT,C,23.8,AA,33,1310,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3527,Adael Amador,COL,2B,20,A+,1,17,2025,Farm,Country Fried Lamb,Purchased Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7019,Adam Hachman,,P,18,-,,1595,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6005,Adam Hackenberg,CHW,C,23,AAA,29,1259,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3868,Adam Kloffenstein,STL,SP,22,AAA,17,540,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,2017,Adam Macko,TOR,RP,22,A+,23,766,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4554,Adam Maier,ATL,SP,21,ROK,12,341,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3931,Adam Mazur,SD,SP,22,AA,7,191,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6331,Adam Seminaris,MIL,RP,24.8,AA,34,1334,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6071,Adam Shoemaker,ATL,P,20,A,24,1001,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4652,Adam Zebrowski,ATL,C,22.8,A+,26,1044,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3681,Addison Barger,TOR,2B,23,AAA,5,104,2023,Farm,Omens In The Outfield,Purchased Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7138,Adrian Acosta,LAA,P,18,ROK,30,1364,2027,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3543,Adrian Del Castillo,ARI,C,23.8,AAA,36,1378,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6084,Adrian Hernandez,TOR,P,23,AA,23,934,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4000,Adrian Pinto,TOR,CF,20,A,26,1017,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3680,Adrian Placencia,LAA,SS,20,A+,11,315,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6841,Adrian Rodriguez,TEX,RP,22.2,A,42,1468,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6657,Adrian Santana,TB,SS,18,ROK,7,284,2027,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4597,Adrian Sugastey,SF,C,20,A+,25,1123,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3823,Aeverson Arteaga,SF,SS,20,A+,12,337,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,5996,Agustin Ramirez,NYY,C,21,AA,24,849,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6624,Aidan Curry,TEX,SP,21,A,16,487,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7087,Aidan Keenan,,P,18,-,,1621,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7075,Aidan Knaak,,P,18,-,,1617,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6578,Aidan Miller,PHI,3B,19,ROK,4,90,2027,Farm,Whiz Kids,Farm Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6888,Aidan Smith,SEA,CF,19,ROK,13,466,2027,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6907,AJ Ewing,NYM,2B,18.9,,28,1136,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3556,AJ Smith-Shawver,ATL,SP,20,AAA,1,56,2023,Farm,Hammers,Purchased Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6343,Alan Rangel,ATL,P,25,AA,23,935,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6869,Alan Roden,TOR,OF,23,AA,7,362,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6635,Alberto Hernandez,HOU,SS,18.9,CPX,9,243,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6764,Alberto Rios,LAA,OF,21,A,5,148,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3804,Alberto Rodriguez,SEA,OF,22,AA,18,620,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3880,Aldo Ramirez,WSH,SP,22.2,A,31,1264,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3666,Alec Marsh,KC,SP,25,MLB,6,138,2023,Farm,The Scumbag Club,Purchased Contract,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,2094,Alejandro Hidalgo,MIN,P,20,A+,28,1213,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6134,Alejandro Melean,TOR,SP,22.8,AA,23,890,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,5979,Alejandro Osuna,TEX,OF,20,A+,29,1261,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6842,Alejandro Rosario,TEX,RP,21.5,,43,1434,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6094,Alek Jacob,SD,RP,25,MLB,25,980,2023,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6618,Alex Clemmey,CLE,RP,18,-,9,310,2027,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3864,Alex De Jesus,TOR,3B,21,A+,20,785,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6543,Alex Freeland,LAD,3B,21.9,A+,41,1455,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6861,Alex Hoppe,BOS,RP,24.6,A+,46,1514,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6936,Alex Mauricio,NYY,RP,26.9,AA,31,1269,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4683,Alex McFarlane,PHI,RP,22,A,12,352,2025,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6674,Alex Mooney,CLE,SS,21,A,21,854,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7128,Alex Pham,BAL,P,23,AA,30,1359,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3518,Alex Ramirez,NYM,OF,20,A+,5,127,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6567,Alex Ramírez,NYM,CF,20,A+,11,247,2024,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7031,Alex Sosa,,C,18,-,,1601,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6212,Alex Speas,TEX,RP,25.4,AAA,12,350,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6806,Alexander Alberto,TB,SP,21.7,CPX,50,1541,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,4461,Alexander Canario,CHC,OF,23,AAA,14,493,2023,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3751,Alexander Vargas,NYY,SS,21.8,A+,44,1497,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6730,Alexis Hernandez,CHC,SS,18.6,CPX,31,1265,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6140,Alfredo Duno,CIN,C,17,ROK,14,333,2027,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,2065,Alika Williams,PIT,SS,24,MLB,24,939,2023,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6101,Alimber Santa,HOU,RP,20,A,21,886,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6855,Allan Castro,BOS,CF,20,A+,30,1296,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,5962,Allan Cerda,CIN,OF,23.7,AA,36,1379,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6728,Alonzo Tredwell,HOU,SP,21,ROK,16,469,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6793,Alvaro Benua,LAD,RP,20.6,CPX,47,1519,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,3555,Ambioris Tavarez,ATL,SS,19,A,9,394,2026,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6897,Amos Willingham,WSH,RP,24.9,MLB,26,1043,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6935,Anderson Paulino,KC,RP,24.9,AA,43,1482,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,5956,Andre Granillo,STL,RP,23.2,AA,22,848,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,5955,Andre Lipcius,DET,2B,25.2,A+,29,1179,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,6937,Andrés Chaparro,NYY,1B,24.2,AAA,34,1340,,Farm,,,[9] P,2023 Rosters,
Zach,11/14/2023 15:44:41,7142,Andres Valor,MIA,OF,17,ROK,25,1096,2028,Farm,,,[9] P,2023 Rosters,
