log_season,log_event,log_id,log_source,log_admin,log_timestamp,log_upid,log_player_name,log_team,log_pos,log_age,log_level,log_team_rank,log_rank,log_eta,log_player_type,log_owner,log_contract,log_status,log_years,log_update_type,cp_name,cp_team,cp_position,cp_manager,cp_player_type,cp_contract_type,cp_status,cp_years_simple,cp_yahoo_id,cp_upid,cp_mlb_id,cp_FBP_Team,cp_birth_date,cp_age,cp_height,cp_weight,cp_bats,cp_throws,cp_mlb_primary_position,cp_fypd,cp_rank,cp_debut_date,cp_debuted,mismatch_reason
2026,26 PAD,2026-2026-02-07T12:23:12.407411-05:00-UPID_6569-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407411-05:00,6569,Tommy Troy,AZ,2B,23,,,107,,Farm,Btwn2Jackies,Purchased Contract,[7] P,PC,Purchase,Tommy Troy,AZ,2B,Btwn2Jackies,Farm,Farm Contract,[7] P,P,62985,6569,694371,B2J,2002-01-17,24,"5' 9""",197,R,R,SS,False,107,,False,contract_mismatch:Farm Contract->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-07T12:23:12.407427-05:00-UPID_3809-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407427-05:00,3809,Lazaro Montes,SEA,OF,21,,,29,,Farm,Btwn2Jackies,Blue Chip Contract,[7] P,BC,Blue Chip,Lazaro Montes,SEA,OF,Btwn2Jackies,Farm,Development Cont.,[7] P,P,60368,3809,703155,B2J,2004-10-22,21,"6' 5""",210,L,R,RF,False,29,,False,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T12:23:12.407446-05:00-UPID_6566-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407446-05:00,6566,Max Clark,DET,CF,21,,,8,,Farm,Btwn2Jackies,Blue Chip Contract,[7] P,BC,Blue Chip,Max Clark,DET,CF,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,62974,6566,703601,B2J,2004-12-21,21,"6' 0""",205,L,L,OF,False,8,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T12:23:12.407468-05:00-UPID_7609-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407468-05:00,7609,Braylon Payne,MIL,OF,19,,,247,,Farm,Btwn2Jackies,Blue Chip Contract,[7] P,BC,Blue Chip,Braylon Payne,MIL,OF,Btwn2Jackies,Farm,Development Cont.,[7] P,P,64362,7609,815520,B2J,2006-08-14,19,"6' 2""",186,L,L,OF,False,247,,False,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-07T12:23:12.407504-05:00-UPID_6581-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-07T12:23:12.407504-05:00,6581,Thomas White,MIA,SP,21,,,22,,Farm,Btwn2Jackies,Blue Chip Contract,[7] P,BC,Blue Chip,Thomas White,MIA,SP,Btwn2Jackies,Farm,Purchased Contract,[7] P,P,62986,6581,806258,B2J,2004-09-29,21,"6' 5""",240,L,L,P,False,22,,False,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T15:28:42.550273-05:00-UPID_3540-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550273-05:00,3540,Deyvison De Los Santos,MIA,"1B,3B",22,,,690,,Farm,The Bluke Blokes,Development Contract,[7] P,DC,Purchase,Deyvison De Los Santos,MIA,"1B,3B",The Bluke Blokes,Farm,Purchased Contract,[7] P,P,,3540,691277,TBB,2003-06-21,22,"6' 1""",185,R,R,3B,False,690,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T15:28:42.550345-05:00-UPID_3924-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550345-05:00,3924,Jackson Ferris,LAD,SP,22,,,98,,Farm,The Bluke Blokes,Development Contract,[7] P,DC,Purchase,Jackson Ferris,LAD,SP,The Bluke Blokes,Farm,Farm Contract,[7] P,P,60119,3924,701328,TBB,2004-01-15,22,"6' 4""",195,L,L,P,False,98,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T15:28:42.550398-05:00-UPID_6604-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550398-05:00,6604,George Lombard Jr.,NYY,"2B,3B,SS",20,,,25,,Farm,The Bluke Blokes,Development Contract,[7] P,DC,Purchase,George Lombard Jr.,NYY,"2B,3B,SS",The Bluke Blokes,Farm,Farm Contract,[7] P,P,62997,6604,806146,TBB,2005-06-02,20,"6' 2""",190,R,R,SS,False,25,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T15:28:42.550448-05:00-UPID_6702-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550448-05:00,6702,Eric Bitonti,MIL,1B,20,,,394,,Farm,The Bluke Blokes,Development Contract,[7] P,DC,Purchase,Eric Bitonti,MIL,1B,The Bluke Blokes,Farm,Purchased Contract,[7] P,P,63011,6702,800724,TBB,2005-11-17,20,"6' 4""",218,L,R,SS,False,394,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T15:28:42.550504-05:00-UPID_7625-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550504-05:00,7625,JD Dix,AZ,2B,20,,,156,,Farm,The Bluke Blokes,Development Contract,[7] P,DC,Purchase,JD Dix,AZ,2B,The Bluke Blokes,Farm,Farm Contract,[7] P,P,64424,7625,807267,TBB,2005-10-12,20,"6' 2""",180,S,R,SS,False,156,,False,contract_mismatch:Farm Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T15:28:42.550554-05:00-UPID_3486-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550554-05:00,3486,Mick Abel,PHI,SP,24,,,1840,,Farm,The Bluke Blokes,Purchased Contract,[7] P,PC,Purchase,Mick Abel,PHI,SP,The Bluke Blokes,Farm,Purchased Contract,[7] P,P,,3486,690953,TBB,2001-08-18,24,"6' 5""",190,R,R,P,False,1840,05/18/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T15:28:42.550602-05:00-UPID_3901-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550602-05:00,3901,Cole Young,SEA,2B,22,,,1203,,Farm,The Bluke Blokes,Purchased Contract,[7] P,PC,Purchase,Cole Young,SEA,2B,The Bluke Blokes,Farm,Purchased Contract,[7] P,P,60580,3901,702284,TBB,2003-07-29,22,"5' 11""",180,L,R,2B,False,1203,05/31/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T15:28:42.550657-05:00-UPID_6577-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550657-05:00,6577,Rhett Lowder,CIN,SP,23,,,80,,Farm,The Bluke Blokes,Purchased Contract,[7] P,PC,Purchase,Rhett Lowder,CIN,SP,The Bluke Blokes,Farm,Purchased Contract,[7] P,P,62977,6577,695076,TBB,2002-03-08,23,"6' 2""",200,R,R,P,False,80,08/30/2024,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T15:28:42.550728-05:00-UPID_7048-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550728-05:00,7048,C.J. Kayfus,CLE,"1B,OF",,,,1089,,Farm,The Bluke Blokes,Purchased Contract,[7] P,PC,Purchase,C.J. Kayfus,CLE,"1B,OF",The Bluke Blokes,Farm,Farm Contract,[7] P,P,62758,7048,692216,TBB,2001-10-28,24,"6' 0""",192,L,L,1B,False,1089,,True,contract_mismatch:Farm Contract->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T15:28:42.550782-05:00-UPID_3984-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550782-05:00,3984,Xavier Isaac,TB,Util,22,,,468,,Farm,The Bluke Blokes,Blue Chip Contract,[7] P,BC,Blue Chip,Xavier Isaac,TB,Util,The Bluke Blokes,Farm,Development Cont.,[7] P,P,60414,3984,800060,TBB,2003-12-17,22,"6' 3""",240,L,L,1B,False,468,,False,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T15:28:42.550834-05:00-UPID_6853-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T15:28:42.550834-05:00,6853,Connelly Early,BOS,SP,23,,,101,,Farm,The Bluke Blokes,Blue Chip Contract,[7] P,BC,Blue Chip,Connelly Early,BOS,SP,The Bluke Blokes,Farm,Purchased Contract,[7] P,P,63143,6853,813349,TBB,2002-04-03,23,"6' 3""",195,L,L,P,False,101,09/09/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T16:13:42.132067-05:00-UPID_3580-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132067-05:00,3580,James Triantos,CHC,"2B,CF",22,,,269,,Farm,Jepordizers!,Development Contract,[7] P,DC,Purchase,James Triantos,CHC,"2B,CF",Jepordizers!,Farm,Purchased Contract,[7] P,P,12385,3580,701649,JEP,2003-01-29,23,"5' 11""",195,R,R,2B,False,269,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T16:13:42.132143-05:00-UPID_3708-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132143-05:00,3708,Jeferson Quero,MIL,C,23,,,84,,Farm,Jepordizers!,Development Contract,[7] P,DC,Purchase,Jeferson Quero,MIL,C,Jepordizers!,Farm,Purchased Contract,[7] P,P,12477,3708,691620,JEP,2002-10-08,23,"5' 11""",203,R,R,C,False,84,,False,contract_mismatch:Purchased Contract->Development Contract;years_simple_mismatch:P->DC
2026,26 PAD,2026-2026-02-08T16:13:42.132178-05:00-UPID_3584-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132178-05:00,3584,Owen Caissie,CHC,CF,23,,,47,,Farm,Jepordizers!,Purchased Contract,[7] P,PC,Purchase,Owen Caissie,CHC,CF,Jepordizers!,Farm,Purchased Contract,[7] P,P,,3584,683357,JEP,2002-07-08,23,"6' 3""",190,L,R,RF,False,47,08/14/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T16:13:42.132217-05:00-UPID_3900-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132217-05:00,3900,Carson Whisenhunt,SF,SP,25,,,243,,Farm,Jepordizers!,Purchased Contract,[7] P,PC,Purchase,Carson Whisenhunt,SF,SP,Jepordizers!,Farm,Farm Contract,[7] P,P,60381,3900,687931,JEP,2000-10-20,25,"6' 3""",214,L,L,P,False,243,07/28/2025,True,contract_mismatch:Farm Contract->Purchased Contract;years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T16:13:42.132517-05:00-UPID_3926-Purchase-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132517-05:00,3926,Dylan Beavers,BAL,OF,24,,,83,,Farm,Jepordizers!,Purchased Contract,[7] P,PC,Purchase,Dylan Beavers,BAL,OF,Jepordizers!,Farm,Purchased Contract,[7] P,P,60091,3926,687637,JEP,2001-08-11,24,"6' 5""",206,L,R,RF,False,83,08/16/2025,True,years_simple_mismatch:P->PC
2026,26 PAD,2026-2026-02-08T16:13:42.132552-05:00-UPID_3906-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132552-05:00,3906,Jacob Misiorowski,MIL,SP,23,,,1484,,Farm,Jepordizers!,Blue Chip Contract,[7] P,BC,Blue Chip,Jacob Misiorowski,MIL,SP,Jepordizers!,Farm,Purchased Contract,[7] P,P,60254,3906,694819,JEP,2002-04-03,23,"6' 7""",197,R,R,P,False,1484,06/12/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T16:13:42.132596-05:00-UPID_6599-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132596-05:00,6599,Bryce Eldridge,SF,1B,21,,,12,,Farm,Jepordizers!,Blue Chip Contract,[7] P,BC,Blue Chip,Bryce Eldridge,SF,1B,Jepordizers!,Farm,Development Cont.,[7] P,P,62957,6599,805811,JEP,2004-10-20,21,"6' 7""",240,L,R,1B,False,12,09/15/2025,True,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T16:13:42.132637-05:00-UPID_6720-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132637-05:00,6720,Luke Keaschall,MIN,2B,23,,,1765,,Farm,Jepordizers!,Blue Chip Contract,[7] P,BC,Blue Chip,Luke Keaschall,MIN,2B,Jepordizers!,Farm,Purchased Contract,[7] P,P,63023,6720,807712,JEP,2002-08-15,23,"6' 0""",190,R,R,2B,False,1765,04/18/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T16:13:42.132685-05:00-UPID_7540-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132685-05:00,7540,Roki Sasaki,LAD,SP,24,,,1979,,Farm,Jepordizers!,Blue Chip Contract,[7] P,BC,Blue Chip,Roki Sasaki,LAD,SP,Jepordizers!,Farm,Purchased Contract,[7] P,P,64803,7540,808963,JEP,2001-11-03,24,"6' 2""",187,R,R,P,False,1979,03/19/2025,True,contract_mismatch:Purchased Contract->Blue Chip Contract;years_simple_mismatch:P->BC
2026,26 PAD,2026-2026-02-08T16:13:42.132716-05:00-UPID_7674-Blue Chip-2026_PAD,2026_PAD,pad_submission,2026-02-08T16:13:42.132716-05:00,7674,Hagen Smith,CWS,SP,22,,,88,,Farm,Jepordizers!,Blue Chip Contract,[7] P,BC,Blue Chip,Hagen Smith,CWS,SP,Jepordizers!,Farm,Development Cont.,[7] P,P,64315,7674,696146,JEP,2003-08-19,22,"6' 3""",235,L,L,P,False,88,,False,contract_mismatch:Development Cont.->Blue Chip Contract;years_simple_mismatch:P->BC
