player_id,player_name,ownership_type_2025,owned_by_2025,fbp_team_2025,manager_2025,team_name_2025,ownership_type_2026,owned_by_2026,fbp_team_2026,manager_2026,team_name_2026
12554,Taj Bradley,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12561,Jack Leiter,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
12563,Evan Carter,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
12582,Daylen Lile,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
12590,Ronel Blanco,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12667,Kerry Carpenter,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12687,Jeremiah Estrada,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
12690,Fernando Cruz,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
12723,Jose A. Ferrer,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
12731,Wilyer Abreu,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
12741,Addison Barger,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
12758,Jared Triolo,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
12776,Kodai Senga,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
60016,Cade Smith,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60077,Drake Baldwin,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
60090,Jackson Holliday,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
60091,Dylan Beavers,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
60108,Roman Anthony,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
60118,Cade Horton,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
60121,Daniel Palencia,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60122,Porter Hodge,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
60175,Troy Melton,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60211,Noah Cameron,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60214,Zach Neto,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60238,Emmet Sheehan,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
60254,Jacob Misiorowski,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
60266,Brooks Lee,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
60281,Mike Vasil,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
60295,Will Warren,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
60317,Justin Crawford,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
60419,Junior Caminero,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60420,Chandler Simpson,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
60584,Bryan Woo,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
60650,Landen Roupp,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
61627,Ryan Walker,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
61788,Caleb Durbin,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
61818,Agustín Ramírez,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
61866,Isaac Collins,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
62057,Nacho Alvarez Jr.,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
62137,Ben Rice,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
62642,Jacob Lopez,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
62935,Nolan McLean,team,458.l.15505.t.8,SAD,ben,not much of a donkey,team,469.l.8560.t.9,DRO,Zakkeroni,Andromedans
62953,Nolan Schanuel,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
62976,Jacob Wilson,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
63023,Luke Keaschall,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
63091,Erik Sabrowski,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
63423,Yoshinobu Yamamoto,team,458.l.15505.t.3,CFL,Jake,Country Fried Lamb,team,469.l.8560.t.4,HAM,Nathan,Hammers
63479,Juan Mejia,team,458.l.15505.t.5,JEP,John Mobley,Jepordizers,team,469.l.8560.t.6,LFB,Alex,La Flama Blanca
63494,Jung Hoo Lee,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
63613,Luis Morales,team,458.l.15505.t.2,B2J,Lauren,Btwn2Jackies,team,469.l.8560.t.3,CFL,Jake,Country Fried Lamb
63627,Hayden Birdsong,team,458.l.15505.t.6,LFB,Alex,La Flama Blanca,team,469.l.8560.t.7,LAW,Mike,Law Abiding Citizen
63640,Shota Imanaga,team,458.l.15505.t.4,HAM,Nathan,Hammers,team,469.l.8560.t.5,JEP,John Mobley,Jepordizers
63720,Justin Sterner,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
64312,Jac Caglianone,team,458.l.15505.t.7,LAW,Mike,Law Abiding Citizen,team,469.l.8560.t.8,SAD,ben,not much of a donkey
64858,Hyeseong Kim,team,458.l.15505.t.9,DRO,Zakkeroni,Andromedans,team,469.l.8560.t.2,B2J,Lauren,Btwn2Jackies
